U+3400	㐀	qiū;jau1;null;null;null	⿱卝一
U+355C	㕜	shǐ;sei3,si2;null;null;null	⿱⿻口丨又
U+355E	㕞	shuā;caat3;null;null;null	⿰⿸尸巾又
U+355F	㕟	kuì;wai2;null;null;null	⿰⿱⺊⿵冂⿻十丨又
U+3560	㕠	shuāng;soeng1;null;null;null	⿱⿰冫隹又
U+3561	㕡	hé;hang1,kok3;null;null;null	⿰⿱⿱⺊⿵冂一谷又
U+3562	㕢	gài;null;null;null;null	⿰⿱⿱⺊⿵冂一⿱目八又
U+3563	㕣	yǎn;zin2;null;null;null	⿱八口
U+3564	㕤	qiú;gwaai2,kaau4;null;null;null	⿰口九
U+3565	㕥	shēn;zyu5;null;null;null	⿰口人
U+3566	㕦	huà;waa6,zyu5;null;null;null	⿱口⿻一人
U+3567	㕧	xī;si1;null;null;null	⿰口尸
U+3568	㕨	fàn;faan6;null;null;null	⿰口⿵几丶
U+3569	㕩	pàng;zoeng3;null;null;null	⿰口⿻⿱一⿱一一丨[GJK]
U+356A	㕪	dǎn;dam2;null;null;null	⿰口冘
U+356B	㕫	fǎng;fong2;null;null;null	⿰口⿱亠⿰丿𠃌
U+356C	㕬	gōng;gung1,zung6;null;null;null	⿰口⿱八厶
U+356D	㕭	āo;au3,jaau1;null;null;êu	⿰口⿱丿⿻一人
U+356E	㕮	fǔ;fu2;null;null;null	⿰口⿱八⿻丿乀
U+356F	㕯	nè;neot6;null;null;null	⿵⿻冂人口[G],⿵⿻冂入口[TJ]
U+3570	㕰	xuè;huk6,maa3;null;null;mau	⿰口⿱丿⿻⿱一一乚
U+3571	㕱	yóu;zaau4;null;null;null	⿰口⿺尢丶
U+3572	㕲	huá;muk1,zing4;null;null;null	⿰口木
U+3573	㕳	null;hung1;null;null;null	⿰口⿶凵㐅
U+3574	㕴	chén;caam4;null;null;null	⿰口⿱冖几
U+3575	㕵	guó;gwok3;null;null;uống	⿰口⿱一⿱十一
U+3576	㕶	ň;ng6;null;null;null	⿰口⿱一𫝀
U+3577	㕷	huà;pak1;null;null;null	⿰口白
U+3578	㕸	lì;lai6,lap1,lap6;null;null;lắp	⿰口⿱⿱⿱丶一[GTK]丷一
U+3579	㕹	fá;fat6;null;null;null	⿰口⿺⿸𠂇又丶[G]
U+357A	㕺	xiāo;hiu1;null;null;null	⿱⿰口口⿱一㇉
U+357B	㕻	pǒu;faau2,fu3,taau3;null;null;null	⿱丶⿱⿱一③口
U+357C	㕼	null;dung6,hung1;null;null;null	⿰口⿹勹⿺𠃊㐅[T],⿰口⿹勹⿶凵㐅[K]
U+357D	㕽	sì;cek3,ci5,ji5;null;null;null	⿰口以
U+3580	㖀	lè;laak6,lak6,loet3;null;null;null	⿰口⿻⿻⿻コ一丨⿱一一
U+3581	㖁	lìn;leon6;null;null;null	⿰口⿱㐅⿸𠂇厶
U+3582	㖂	yì;zaai6;null;null;null	⿰口曳
U+3583	㖃	hǒu;haam1,haau3,haau6;null;null;null	⿰口⿸⿸𠂆一口
U+3584	㖄	null;zaau1,zaau3;null;null;null	⿰口州
U+3585	㖅	xù;seot1;null;null;null	⿰口⿵戊一
U+3586	㖆	qú;kuk1;null;null;null	⿰口曲
U+3587	㖇	ér;mei1,ji4,zi4;null;null;nhe	⿰口⿱一⿱丿⿵冂⿰丨丨
U+358A	㖊	xún;null;null;null;null	⿰口⿱彐寸
U+358F	㖏	niè;nip6;null;null;null	⿰口⿱日⿱十一
U+3590	㖐	wěi;do6,hei3,waai2;null;null;null	⿱⿰口口⿻⿻コ一丿
U+3591	㖑	xiè;hai6;null;null;nhái	⿰口⿹⿻⿺⿻一乚丶丿⿻一⿰丿丨
U+3592	㖒	tí;tai4;null;null;null	⿰口⿱丷⿹⿻弓丨丿
U+3593	㖓	hóng;hung4;null;null;null	⿰口⿱夂⿻⿱一⿱一一丨[GJK]
U+3594	㖔	tǔn;taan1;null;null;null	⿰口⿱⿱一⿻一人口
U+3595	㖕	niè;zip6,zit6;null;null;null	⿰口⿱⿱⿱⿱丶一[GTK]丷一十
U+3596	㖖	niè;saan1,zip6,zit6;null;null;null	⿱⿱⿱⿱⿱丶一[GTK]丷一十口,⿱⿱⿱⿱丶一[GTK]丷一⿱十口
U+3597	㖗	yín;zaam4;null;null;sùm	⿰口⿱山⿱⿱人丶㇇[G]
U+3598	㖘	zhēn;san2,seon2;null;null;null	⿰口⿸厂⿱二⿰𠄌⿺乀丿
U+359E	㖞	wāi;waa1;null;null;null	⿰口⿱口⿻冂人
U+359F	㖟	shòu;sau6;null;null;null	⿰口⿱⿱⿱丿𭕄[G]冖又
U+35A0	㖠	nuò;nap6,no4;null;null;nhại	⿰口⿱⿻一人示
U+35A1	㖡	yè;e6,ze6;null;null;null	⿰口⿱亠⿰亻⿴夂丶
U+35A2	㖢	qí;ci1;null;null;null	⿰口⿸广⿰止⿺乚丿[GJ]
U+35A3	㖣	tòu;bu4,tau3;null;null;vòi	⿰口⿱⿱⿱⿱丶一[GTK]丷一口
U+35A4	㖤	hán;haam4;null;null;null	⿰口⿶凵⿻了⿱丷八[GTV]
U+35A5	㖥	jùn;kwaan3,leon1,zeon1;null;null;null	⿰口⿴囗⿱丿木
U+35A6	㖦	dǒng;dung2;null;null;null	⿰口東
U+35A7	㖧	hūn;faan1;null;null;hôn	⿰口⿱氏日
U+35A8	㖨	lù;luk6;null;null;null	⿰口⿱彐⿻亅⿱丷八[G],⿰口⿱彑⿻亅⿱丷八[T]
U+35A9	㖩	jū;zaau1;null;null;null	⿰口⿰耳又[GV]
U+35AA	㖪	huò;gwok3;null;null;null	⿰口⿹戈⿱口一
U+35AB	㖫	líng;ling4;null;null;lừng	⿰口⿳⿱十一八夂[G]
U+35AD	㖭	tiǎn;tim1,tim2;null;null;null	⿰口⿱⿱一⿻一人⿰小丶[GTKV]
U+35AE	㖮	lún;leon4,leon4;null;null;null	⿰口⿱⿱人一⿵冂⿻十丨
U+35B5	㖵	gé;null;null;null;null	⿰口⿱⿴且一八[GTKV]
U+35B6	㖶	yān;zin1,zin3,zit3;null;null;null	⿰口⿱⿱一⿻口⿰丨丨⿱十一[G]
U+35B7	㖷	shí;taai4;null;null;null	⿰口⿱日⿱一龰
U+35B8	㖸	xué;koek6;null;null;null	⿰口⿸虍⿻匚一[GTKV]
U+35B9	㖹	pēn;fu2,paan3,pun4;null;null;vồn	⿰口⿱⿱八⿹𠃌丿皿
U+35BA	㖺	chǔn;ceon2;null;null;null	⿰口⿱⿻⿱一⿱一一人日
U+35BB	㖻	niú;zaau4;null;null;null	⿰口⿱⿱龴⿹⿱乛亅丿木[GJK]
U+35BC	㖼	duǒ;mau4;null;null;mỏ	⿰口⿱甘木[GJK]
U+35BD	㖽	zé;zaak3;null;null;hợt	⿰口頁
U+35BE	㖾	è;ngok6;null;null;null	⿱⿰口口⿱⿱丷一⿻凵丨[GTK]
U+35BF	㖿	xié;ce4,ze4;null;null;null	⿰口⿰耳阝
U+35C0	㗀	yōu;zaau1;null;null;null	⿰口⿻山⿰⿰②丶⿰②丶
U+35C1	㗁	è;ngok6,zit6;null;null;null	⿰口⿱⿰口口⿱一⿱一㇉
U+35C2	㗂	shěng;saang2;null;null;null	⿰口⿱⿱小丿目
U+35C3	㗃	wěn;maan4,maan5;null;null;null	⿰口⿱民日
U+35C4	㗄	kū;man4,man6,ming4;null;null;null	⿰口⿱罒⿱亠⿰丿𠃌
U+35C5	㗅	hú;wu4;null;null;null	⿰口⿰⿱十口月[GJK]
U+35C6	㗆	gé;gaak3;null;null;null	⿰口革
U+35C7	㗇	xiá;gaa5,haa4;null;null;null	⿰口⿰⑤⿱コ又
U+35C8	㗈	màn;maan6;null;null;null	⿰口⿱⿱龴⿵冂⿻⿱一一丨⿻丿𠃌[GTV]
U+35C9	㗉	lüè;loek6;null;null;null	⿱⿰⿻⿱一⿱一一丨[GJK]⿹𠃌丿[G]⿱夂口
U+35CA	㗊	jí;leoi4,lo4;null;null;null	⿱⿰口口⿰口口,⿰⿱口口⿱口口
U+35CB	㗋	hóu;hau4;null;null;null	⿰口⿸⿱𠂊厂⿱𠂉⿻一人
U+35CC	㗌	zhì;zaat6;null;null;null	⿰口⿱宀⿱⿱一厶⿱十一
U+35CD	㗍	null;null;null;null;null	⿰口⿱⿱丿木日
U+35CE	㗎	null;gaa2,gaa3,gaa4;null;null;null	⿰口⿱⿰⿻丿𠃌口木[GJK]
U+35CF	㗏	wāi;null;null;null;null	⿰口⿱⿱一③⿱一止
U+35D1	㗑	bai;bai6;null;null;bới	⿰口⿰龵⿱一⿻⿱一⿱一一丨[GJK]
U+35D2	㗒	ài;oi2;null;null;null	⿰口⿳⿱丶一[GTK]口𧘇
U+35D3	㗓	zhuī;ci3,zeoi1;null;null;null	⿰口⿺辶⿱丿㠯
U+35D4	㗔	qiān;hin1;null;null;null	⿰口⿸⿸⿱⺊②⿻㇀乚⿱⿱丶一[GTK]⿻丿乀
U+35D5	㗕	gòu;gaau3,ngaau1;null;null;null	⿰口⿱⿱井一冉
U+35D6	㗖	dàn;daam6;null;null;thào	⿰口⿱⿱丿𭕄[G]臼
U+35D7	㗗	bēi;bai2,bei1;null;null;null	⿰⿱口⿻丿𠃌⿱⿻白丿十[GTK][G],⿰⿱口⿰丿𠃌⿱⿻白丿十[GTK][T]
U+35D8	㗘	bó;bok3,bok6;null;null;null	⿰口⿱⿺⿻十月丶寸
U+35D9	㗙	chū;zaau1;null;null;sò	⿰口⿱⿹勹⿻凵丨[GTK]⿹勹⿻凵丨[GTK]
U+35DA	㗚	lì;lei6,leot6;null;null;trắt	⿰口⿱⿱一⿻口⿰丨丨木[GJK]
U+35DB	㗛	xiào;siu3;null;null;null	⿰口⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿱丿⿻一人
U+35DC	㗜	xiù;cau3;null;null;súc	⿰口⿱⿱⿱丶一[GTK]⿰②丶田
U+35DD	㗝	null;gou1;null;null;null	⿰口⿱⿱⿱丷一⿱十一灬
U+35E2	㗢	hóng;hung1;null;null;rống	⿰口⿰重⿻丿𠃌
U+35E3	㗣	tì;daai3,taai3;null;null;null	⿰口⿳⑤冖巾
U+35E4	㗤	cù;cuk1;null;null;null	⿱⿵戊⿱⿱⺊一小口
U+35E5	㗥	kuò;kwok3;null;null;null	⿰口⿰⿳⿱丶一[GTK]口子阝
U+35E6	㗦	láo;lou4;null;null;null	⿰口⿰耳⿰𠂎卩
U+35E7	㗧	zhì;zaat6;null;null;null	⿰口⿱⿱宀八⿱⿱一厶⿱十一
U+35E8	㗨	xiē;aai2,hai6;null;null;null	⿱⿰⿷匚⿱𠂉⿻一人[GJK]⿱𠘧又[GT]口
U+35E9	㗩	xī;ci1;null;null;null	⿰口⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]白
U+35EA	㗪	null;null;null;null;null	⿰口⿱⿰止⿺乚丿[GJ]⿱⿰②丶小
U+35EB	㗫	qiè;caai3,cam1,saam6;null;null;null	⿰口⿱⿰⿴𠂊冫②示
U+35EC	㗬	zhā;zaa1;null;null;null	⿱⿱⿱⺌冖口⿱⿴𠂊丶⿴𠂊丶
U+35ED	㗭	xī;hei1;null;null;null	⿰口⿱⿱丿米心
U+35F0	㗰	cóng;cung4,saai3;null;null;null	⿰口⿰彳⿱⿰人人龰
U+35F1	㗱	jí;zap6;null;null;null	⿰口⿱隹木[GJK]
U+35F2	㗲	huò;waak1,waak6,wok6;null;null;null	⿰口⿳⿱⿻⿻⿻コ一丨一一田一
U+35F3	㗳	tǎ;dap1,tap3;null;null;null	⿰口⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿱⿱人一口
U+35F4	㗴	yán;zin4;null;null;nhằn	⿰口⿵⿰𠁣𠃛月[GTK],⿰口⿵⿰𠁣𠃛日[J]
U+35F5	㗵	xù;fat1;null;null;null	⿰口⿰⿱⿱八人⿱八人欠
U+35F6	㗶	pō;put3;null;null;null	⿰口⿱⿰②③⿰弓⿱𠘧又[GT]
U+35F7	㗷	sǎi;coi3;null;null;null	⿰口⿳宀⿱井一贝
U+35FB	㗻	guō;go6,gwo1,gwo3;null;null;null	⿰口⿺辶⿵⿱⿵冂𠃍冂[G]口
U+35FC	㗼	yè;zip6;null;null;null	⿰口⿱⿱④一⿱⿱丷一未
U+35FD	㗽	xiǎng;hoeng1,hoeng2;null;null;null	⿱⿰乡⿰⿱丶⑤阝口
U+35FE	㗾	xuē;heoi1;null;null;null	⿰口⿰革⿰亻⿻乚丿[X][G]
U+35FF	㗿	hé;laa4;null;null;null	⿰口⿵⿰𠁣𠃛⿹⿱一亅口
U+3600	㘀	zuò;zok3;null;null;null	⿰口⿱臼米
U+3601	㘁	yì;zik6;null;null;null	⿰口⿱罒⿱⿱十一⿱丷干
U+3602	㘂	cí;ci4;null;null;null	⿰口⿱⿱⿱丷一⿰⿰②丶⿰②丶心
U+3604	㘄	lēng;null;null;null;null	⿰口⿰木⿱罒⿱亠⿰丿𠃌
U+3605	㘅	xián;haam4;null;null;null	⿰口⿲彳⿱人⿻⿱一⿱十一丷⿱一⿱一亅
U+3606	㘆	tǎi;toi4;null;null;null	⿰口⿳⿱⿱十一口冖⿱⿱一厶⿱十一
U+3607	㘇	róng;wing4,zing2;null;null;vang	⿰口⿱⿱⿰⿱八人⿱八人冖木[GJK]
U+3608	㘈	yì;zi4;null;null;null	⿰口⿰𠤕⿱龴疋
U+3609	㘉	zhì;zit1,zit3;null;null;null	⿰口⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿰⑤卩[GTJV]
U+360A	㘊	xī;caau3,kaap1,zaau2,zuk1;null;null;null	⿰口⿱⿱一⿻冂⿻丨⿱丷八言
U+360B	㘋	xián;zin4;null;null;hờn	⿰口⿱⿰臣又⿱目八
U+360C	㘌	jù;kek6;null;null;null	⿰口⿰⿸⿸⿱⺊②⿻㇀乚⿱一𧰨刂
U+360D	㘍	jí;zik1;null;null;null	⿰口⿰⿱小隹⿻⿺⿻一乚丶丿
U+360E	㘎	hǎn;ham3;null;null;null	⿰口⿵门⿰⿱乛耳攵[G]
U+3610	㘐	pào;cit3,pau3;null;null;null	⿰口⿰⿹⑥灬⿱⿱丶一[GTK]⿱八⿻丿乀
U+3611	㘑	lì;lai6;null;null;null	⿰口⿰⿱⿱十一示隶
U+3613	㘓	lán;laan4;null;null;ran	⿰口⿵⿰𠁣𠃛柬
U+3614	㘔	sǎi;coi3;null;null;null	⿰口⿱⿳宀⿱井一八⿱目八
U+3615	㘕	hǎn;ham3,lam4;null;null;null	⿰口⿱⿻十丨[GJ]⿱⿰臣⿱𠂉丶皿[G]
U+3616	㘖	yán;ngan4;null;null;null	⿰口⿰⿸⿱⿱⿱丶一[GTK]丷厂彡頁[GV],⿰口⿰⿱文⿸厂彡頁[T]
U+3617	㘗	qū;null;null;null;null	⿰口⿱⿰目目隹
U+3618	㘘	null;lyun2;null;null;null	⿱⿲⿱⿰②丶小言⿱⿰②丶小口
U+3619	㘙	yán;gau1,gau2,hau6,ngam4;null;null;null	⿰口⿱⿰口口⿸厂⿰⿱乛耳攵[G]
U+361A	㘚	hǎn;gam1,ham3;null;null;null	⿰口⿵⿰𠁣𠃛⿰⿱乛耳攵[G]
U+361B	㘛	kān;haam1,lim5;null;null;null	⿰口⿱⿱⿱人一口⿰⿱⿱⿱⿱丶一[GTK]丷一月⑦
U+361C	㘜	chǐ;caau1,caau4;null;null;null	⿱⿲隹言隹口
U+361D	㘝	niè;nim2,nip6,zik1;null;null;null	⿴囗又
U+361E	㘞	huò;deot1;null;null;null	⿴囗⿻丿𠃌
U+3620	㘠	bì;baai3,dai1;null;null;null	⿴囗⿻心丿
U+3621	㘡	xiá;haap6;null;null;null	⿴囗甲
U+3622	㘢	wěng;null;null;null;null	⿴囗⿱⺌⿱一⿰丿乚
U+3623	㘣	xuán;zyun4;null;null;null	⿴囗⿱口月[GK]
U+3624	㘤	wān;waan1;null;null;null	⿴囗⿰氵⿴⿰片爿一
U+3625	㘥	yóu;zaau4;null;null;null	⿴囗⿰⿱⿱丿𭕄[G]缶[G]⿱丿⿱⿰②丶小
U+3626	㘦	qín;kan4;null;null;null	⿰⿱十一⿻丿𠃌
U+3627	㘧	xù;zeoi6;null;null;null	⿰⿱十一⿱龴⿱乛亅
U+3628	㘨	niè;nip6;null;null;nồi	⿰⿱十一⿻冂人[GV],⿰⿱十一⿻冂入[T]
U+3629	㘩	bì;bei6;null;null;null	⿰⿱十一比
U+362A	㘪	hào;hou3,kaau3;null;null;null	⿰⿱十一⿱丿⿻⿱一一乚
U+362B	㘫	jǐng;zing6;null;null;null	⿰⿱十一井
U+362C	㘬	ào;au1;null;null;null	⿰⿱十一⿹勹厶
U+362D	㘭	ào;au1,au3;null;null;null	⿰⿱十一⿰⿰②丶𠃌
U+3630	㘰	zhēn;zam1;null;null;null	⿰⿱十一斗
U+3631	㘱	tān;taan1;null;null;null	⿰⿱十一冉
U+3632	㘲	jú;guk1;null;null;null	⿰⿱十一⿸尸九
U+3633	㘳	null;zaau1;null;null;null	⿱⿰③⿺乚丿[GJ]⿱十一
U+3634	㘴	zuò;zo6;null;null;null	⿻⿰口人⿱十一
U+3635	㘵	bù;bou3;null;null;null	⿰⿱十一⿸𠂇巾
U+3636	㘶	jié;git6,miu5;null;null;null	⿱⿰⿴𠂊丶㐄⿱十一
U+3637	㘷	ài;ngai6;null;null;null	⿰⿱十一⿱⿻十丨[GJ]⿻丿乀
U+3638	㘸	zàng;zong3;null;null;null	⿱⿸⿱一⿴𠂊丶⿺乚丿[GJ]⿱十一
U+3639	㘹	cí;ci4;null;null;null	⿱⿰止⿺乚丿[GJ]⿱十一
U+363A	㘺	fá;fat6;null;null;null	⿰⿱十一⿰亻⿻⿺⿻一乚丶丿
U+363B	㘻	null;zaan1;null;null;null	⿰⿱十一⿴囗⿻一人
U+363E	㘾	null;jyu5;null;null;null	⿰⿱十一⿱宀于
U+363F	㘿	niè;nip6;null;null;null	⿰⿱十一⿱日⿱十一
U+3640	㙀	liù;lau6;null;null;null	⿰⿱十一⿱⿱宀八九
U+3641	㙁	méi;muk6;null;null;null	⿰⿱十一⿱𠂉母
U+3642	㙂	duì;deoi3;null;null;null	⿰⿱十一⿱丷⿱口⿰丿乚[G],⿰⿱十一⿱八⿱口⿰丿乚[T]
U+3643	㙃	bāng;bong1;null;null;null	⿰⿱十一⿱丘八
U+3644	㙄	bì;bai6;null;null;null	⿰⿱十一⿱比⿱十一
U+3645	㙅	bǎo;bou2;null;null;null	⿰⿱十一⿱口木[GJK]
U+3647	㙇	chù;cuk1;null;null;null	⿰⿱十一⿻⿱一𧰨丶
U+3648	㙈	xià;laa4;null;null;null	⿰⿱十一⿸⿸⿱⺊②⿻㇀乚几[G]
U+3649	㙉	tiǎn;din6,tin2;null;null;null	⿰⿱十一⿱⑥八
U+364A	㙊	cháng;coeng4;null;null;null	⿰⿱十一⿳④一⿰𠄌⿺乀丿
U+364C	㙌	null;null;null;null;null	⿰⿱十一肃
U+364D	㙍	duō;do1;null;null;null	⿰⿱十一⿱⿰又又⿰又又
U+364E	㙎	wēi;wai1;null;null;null	⿰⿱十一⿵⿵戊一女
U+364F	㙏	fù;fuk1;null;null;null	⿰⿱十一⿳𠂉日夂[G]
U+3650	㙐	duǒ;deoi2,do2;null;null;null	⿰⿱十一⿱山⿱一⿱丿⿵冂⿰丨丨
U+3651	㙑	yǔ;zyu5;null;null;null	⿱禹⿱十一
U+3652	㙒	yě;ze5,zi2;null;null;null	⿱⿰田⿱龴⿱乛亅⿱十一
U+3653	㙓	kuí;null;null;null;null	⿱⿱⿱十一⿰⿱十一⿱十一⿱十一
U+3654	㙔	wěi;hon4;null;null;null	⿰⿱十一⿳𫝀口㐄
U+3655	㙕	kuài;faai3;null;null;null	⿰⿱十一⿱田月[GJK]
U+3657	㙗	wēi;fai3;null;null;null	⿰⿱十一⿳田一⿰𠄌⿺乀丿
U+3658	㙘	yāo;ziu1;null;null;null	⿰⿱十一⿱⿱一⿻口⿰丨丨女
U+3659	㙙	lǒng;lung5;null;null;null	⿱⿰氵⿷⿺尢丶彡[GK]⿱十一
U+365A	㙚	xīng;sing1;null;null;null	⿰土⿱⿱⿱丷一⿱十一牛
U+365B	㙛	bǔ;bou2;null;null;null	⿰⿱十一⿱⿺⿻十月丶寸
U+365C	㙜	chí;ci4,toi4;null;null;null	⿱⿳⿱丶一[GTK]口⿵冂口⿱十一
U+365D	㙝	xié;hip3;null;null;null	⿰⿱十一⿱⿱⿻丿𠃌⿰⿻丿𠃌⿻丿𠃌月[GJK]
U+365E	㙞	niè;nip6,saan1,zit6;null;null;null	⿰⿱十一⿱自木[GJK]
U+365F	㙟	lǎng;long5;null;null;null	⿰⿱十一⿰⿱丶⑤月[GTJV]
U+3660	㙠	yī;aai3;null;null;null	⿱⿰⿷匚⿱𠂉⿻一人[GJK]⿱𠘧又[GT]⿱十一
U+3661	㙡	zōng;zung1;null;null;null	⿰⿱十一⿰彳⿱⿰人人龰
U+3662	㙢	mán;man6,mang6;null;null;null	⿰⿱十一⿱廿⿻巾⿰入入
U+3663	㙣	zhàng;zoeng3;null;null;null	⿰⿱十一⿰弓⿳④一⿰𠄌⿺乀丿
U+3664	㙤	xià;laa3;null;null;hố	⿰⿱十一⿸⿸⿱⺊②⿻㇀乚乎
U+3665	㙥	gùn;gwaan2,waan6,wat6;null;null;null	⿰⿱十一⿳⿱丶一[GTK]⿱八口𧘇[GJK]
U+3666	㙦	xié;null;null;null;null	⿱⿰⿱⿱人一朩斗⿱十一
U+3667	㙧	null;null;null;null;null	⿰⿱十一⿱丣田
U+3668	㙨	jì;gei1;null;null;null	⿰⿱十一⿹⿻⿻⿺⿻一乚丶丿⿰⿰②丶⿰②丶人
U+3669	㙩	liáo;laau6,liu4,liu4;null;null;null	⿰⿱十一⿱⿱⿻⿻一人丷日小
U+366A	㙪	yì;zi3;null;null;null	⿰⿱十一⿳⿱十一冖豆
U+366B	㙫	jí;zap6;null;null;null	⿰⿱十一⿱隹木[GJK]
U+366C	㙬	yín;ngaan4;null;null;null	⿱⿰⿻木⿰人人犬⿱十一
U+366E	㙮	dā;taap3;null;null;đắp	⿰⿱十一⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿱⿱人一口
U+366F	㙯	yì;ngaai6;null;null;null	⿱⿰⿱⿱⿱十一⿰丿乚⿱十一⿻九丶[GJ]⿱⿱一一厶
U+3670	㙰	xiè;hai6;null;null;null	⿱⿰角⿱⿹𠃌丿牛⿱十一
U+3671	㙱	hào;hou6;null;null;null	⿱⿰⿱口⿱一㇉⿸⿸⿱⺊②⿻㇀乚几[G]⿱十一
U+3672	㙲	yǒng;zung1;null;null;null	⿰⿱十一⿱亠⿰乡隹
U+3673	㙳	kǎn;ham2;null;null;null	⿰⿱十一⿱⿵⿵戊一口心[GJK]
U+3674	㙴	chàn;cim1;null;null;thềm	⿰⿱十一⿸厃⿱⿰丿乚言
U+3675	㙵	tái;toi4;null;null;null	⿰⿱十一⿱⿳⿱丶一[GTK]口⿵冂口⿱十一
U+3676	㙶	táng;tong4;null;null;null	⿳⿱丶一[GTK]口⿱⿱⿱⺌冖口⿱十一
U+3677	㙷	zhí;zik6;null;null;null	⿰⿱十一⿱日⿱⿰⿰②丶⿰②丶灬
U+3678	㙸	bào;buk6;null;null;null	⿰⿱十一⿰亻⿳⿱④一⿱丷一⿻⿱一一人
U+3679	㙹	méng;mung4;null;null;null	⿰⿱十一⿳⿱⿻十丨[GJ]罒冖⿴𠂊丶[GJK]
U+367A	㙺	kuí;gwaai6;null;null;null	⿰⿱十一⿷匚⿱⿱⿻口丨一⿱目八
U+367B	㙻	chán;cin4;null;null;null	⿰⿱十一⿸广⿳⿱⿻甲一一⿰丿乚⿱十一
U+367C	㙼	lěi;leoi5;null;null;null	⿰⿱十一⿱田⿰田田
U+367E	㙾	xì;hok6;null;null;null	⿰⿱十一⿱⿶⿱⿰③彐冖⿱㐅⿻丿乀子
U+3680	㚀	xī;hei1;null;null;null	⿰⿱十一⿰⿸⿸⿱⺊②⿻㇀乚豆⿻⿺⿻一乚丶丿
U+3681	㚁	qiào;kiu4;null;null;null	⿰⿱⿱⿱十一⿰⿱十一⿱十一⿱一⿰丿乚⿱⿱⿱十一⿰⿱十一⿱十一⿱一⿰丿乚
U+3682	㚂	nàng;zoeng4;null;null;null	⿰⿱十一⿳⿻一⿻口丨冖⿱⿱⿰口口⿱井一𧘇
U+3683	㚃	yūn;wan1;null;null;null	⿳⿱十一冖⿱⿶凵㐅⿱丷一
U+3685	㚅	lóng;lung4;null;null;null	⿱夂⿱一生
U+3686	㚆	fù;fuk6,fuk6;null;null;null	⿱⿱⿱丶一[GTK]日夂
U+3687	㚇	zōng;zuk1,zung1;null;null;null	⿳⿶凵㐅八夂[G],⿱⿱⿶凵㐅⿰丿乚夊[T],⿱⿱⿶凵㐅⿰丿乚夂[K]
U+3689	㚉	gǔ;gu2;null;null;null	⿱⿹𠄎丿⿱⿴𠂊丶⿴𠂊丶[T],⿵⿹𠄎丿⿱⿴𠂊丶⿴𠂊丶[J]
U+368A	㚊	kāi;hoi1;null;null;null	⿰⿱⿴𠂊丶⿴𠂊丶⿳⿱丶一[GTK]⿰𠃋丿人
U+368B	㚋	diāo;diu1,niu5,seoi4,to5;null;null;null	⿰⿱⿴𠂊丶⿴𠂊丶⿵⺆⿱⿱十一口[GTJV]
U+368C	㚌	huà;fo2,lo2;null;null;null	⿰⿱⿴𠂊丶⿴𠂊丶⿻日木
U+368D	㚍	kuǐ;fai3;null;null;null	⿰⿱⿴𠂊丶⿴𠂊丶⿱⿱⿻口丨一⿱目八
U+368F	㚏	gǎo;gou2,zyu5;null;null;null	⿱⿻一人⿻一⿰丿丨
U+3690	㚐	tào;tou3,zou6;null;null;null	⿱⿻一人⿻一人
U+3692	㚒	shǎn;sim2,sin2;null;null;null	⿻⿻一人⿰入入
U+3693	㚓	lǎi;loi4,loi4;null;null;null	⿱⿻一人木[G],⿱⿻一人朩[T]
U+3694	㚔	niè;nip6;null;null;null	⿱⿻一人⿱丷干
U+3695	㚕	fú;faat1;null;null;null	⿱⿻一人⿻弓⿰丿丨
U+3696	㚖	gǎo;gou2;null;null;null	⿱白⿻一人
U+3697	㚗	qié;ce4,wu1;null;null;null	⿱⿻一人且
U+3698	㚘	bàn;bun6;null;null;null	⿰⿻⿱一一人⿻⿱一一人
U+3699	㚙	jiā;gaa1;null;null;null	⿱⿰⿻丿𠃌口⿻一人
U+369A	㚚	kōng;kwang1;null;null;null	⿱⿻一人⿱⿴𠂊丶口
U+369B	㚛	xì;null;null;null;null	⿱⿻一人⿱⿺乚丿[GJ]日
U+369C	㚜	yù;wik6;null;null;null	⿱⿻一人⿹戈⿱口一
U+369D	㚝	zhuī;fui1,teoi4,waai2;null;null;null	⿱⿻一人⿰亻⿱⿱十一⿱十一
U+369E	㚞	shěn;null;null;null;null	⿱⿻一人⿰木木
U+369F	㚟	chuò;null;null;null;null	⿱⿱⿱𠂊口比⿻一人
U+36A0	㚠	xiāo;hiu1;null;null;null	⿱⿻一人⿱⿱⿱丷一⿱十一灬
U+36A1	㚡	jǐ;null;null;null;null	⿰⿱⿻一人⿹⿱一亅口⿱⿻一人⿹⿱一亅口
U+36A2	㚢	nú;nou4;null;null;null	⿰亻女
U+36A3	㚣	xiáo;gaau2,haau4;null;null;null	⿱女女
U+36A4	㚤	yì;zik6;null;null;null	⿰女⿺⿻一乚丶
U+36A5	㚥	yú;zyu1;null;null;null	⿰女于
U+36A6	㚦	yí;gei1;null;null;null	⿰女⿱一⿰丿丨
U+36A7	㚧	yǎn;ngam4,zim5;null;null;null	⿰女广
U+36A8	㚨	shěn;null;null;null;null	⿰女⿹⺄十
